label,Content
1,"The US Secret Service, under pressure due to unprecedented demand and recent controversies, has been carrying out its most ambitious recruiting campaign in over a decade, looking to find over 1,000... "
0,"Dan Kahan and his team at the Yale Law School’s Cultural Cognition project have been doing a bunch of research recently on:  That’s of obvious interest to Monkey Cage readers and students of politics more generally. To what extent are our attitudes on hot-button issues simple products of our political leanings?  The question is important because political decisions are in part driven by public opinion. The answer can’t be simple. We know that the correlations between issue attitudes, partisanship, and ideology have changed over time. For example, conservatives are more likely than liberals and moderates to believe that vaccines cause autism.  Our beliefs about science and ideology are themselves often rigid. One trick that Kahan uses to shake us up is what he calls the MAPKIA (Make a prediction, know it all!) challenge, in which he describes an experiment on public opinion, but without revealing the results, and then asks the reader to guess what will happen.  For his latest MAPKIA challenge, Kahan brings up a question from a 2015 Pew Research survey on Public and Scientists’ Views on Science and Society. Here’s the survey item:  How powerfully (if at all) will responses to the Pew Malthusian Worldview item predict beliefs and attitudes toward technological and environmental risks like climate change, fracking, nuclear power, and GM foods? Will it be a stronger predictor than political partisanship? Will responses interact with — or essentially amplify — the explanatory power of political ideology and party identification? What will the relationship be between the Malthusian Worldview item and science literacy? Will responses be correlated with it — and if so in which direction? Will higher science literacy magnify the correlation between responses to the Malthusian Worldview and opposing perceptions of environmental and technological risks, just as higher science comprehension magnifies cultural polarization on climate change, nuclear power, fracking, and the like?  If you’re interested in political polarization and attitudes toward science and policy, this is a great question. And as Kahan writes, “Perhaps my framing of the question implies an answer. But if you think I have one, then obviously mine could be wrong!”  As sociologist Duncan Watts has written, everything is obvious (once you know the answer). That’s why it’s a good exercise to commit first on this one before learning the answer.  Here’s an example from the Monkey Cage a couple of years ago of researchers who jumped to conclusion about public opinion which turned out not to be borne out by the data. As I wrote at the time:  [Alfred Moore, Joseph Parent and Joseph Uscinski] write, “When science means nuclear weapons, innovation and winning the space race, conservatives love it.” Actually, when I last looked at the data, I found that “support for the space program does not seem particularly associated with conservative or Republican positions.” There is indeed a logic to the idea that conservatives should support the space program (see my last paragraph here) but the data don’t seem to bear this out. My quick understanding of this is that political ideologies are interesting but ultimately you can’t make sense of them: any given person’s views are a tangle with many possibilities.  To return to the Malthusian worldview challenge: My point here is that political ideology and issue attitudes are tangled. Attitudes are not always carefully thought through, nor are they the pure product of political ideology or partisanship.  The Malthusian worldview seems like it might be a proxy for a simple liberal/conservative dimension, at least in the United States, but maybe it aligns with other aspects of people’s worldviews. In this post, I’m purposely not giving the answer (or, to be precise, I’m not giving data that would address this question) but am rather following Kahan by leaving it unresolved, to remind us of the uncertainty we should hold before seeing hard data on the relevant public opinion questions."
0,"Anyone old enough to remember that election night, which was 15 years ago today, will remember that the outcome of the electoral college depended on that one state. And what came next is exactly what anyone would have predicted would happen when an election is so close it triggers a recount in a state in which the levers of power and the electoral machinery are run by one of the candidates’ brothers. That candidate was the one who became president.  The road George W. and Jeb Bush took to get there was complicated and difficult, and in the end had to be decided by a couple of Supreme Court justices who happened to have been appointed by the Bush brothers’ dad when he was president. (Who says that dynasties have no clout in American politics?) But Jeb proved himself to be particularly adept at getting the job done without getting his hands dirty.  The media played an interesting part as well.  The networks first called the election for Gore based on exit polls which later turned out to correctly predict for whom the people actually voted that day. Fox News, with one of it’s earliest political coups, was the first to call it for Bush. A consultant by the name of John Ellis, who later admitted to being on the phone with Jeb and George W. Bush throughout the evening, is the fellow who made that initial call for Fox. If his name sounds familiar it’s because John Ellis, is also Jeb Bush’s name; “Jeb” stands for John Ellis Bush. Ellis is George W. and Jeb’s first cousin.  The Bush campaign knew that once they had established their “lead” they needed to keep it. The key was to be able to declare victory and then portray the Gore campaign as being sore losers who refused to accept defeat. On election night, they almost succeeded in getting Gore to capitulate without a fight. He was on the way to make his concession speech when his team told him to hold up, that the margin was ridiculously tight and that a recount would be mandated by state law. The phone call that happened next was a very telling exchange:  “Circumstances have changed dramatically since I first called you,” Gore told Bush. “The state of Florida is too close to call.” “Are you saying what I think you’re saying?” Bush asked. “Let me make sure I understand. You’re calling back to retract your concession?” “You don’t have to be snippy about it,” said Gore. Bush responded that the networks had already called the result and that the numbers were correct—his brother Jeb had told him. “Your little brother,” Gore replied, “is not the ultimate authority on this.”  The networks had called the election based on his cousin’s decision and his cousin’s decision had been based on his brother’s numbers. How tidy that was.  Gore refused to accept the Bush family’s assurances and went on to contest the outcome.  Jeb may not have been the ultimate authority but he had plenty of influence on the state’s electoral machinery, particularly the Secretary of State Katherine Harris who was in charge of the recount and who also happened to be one of George W. Bush’s campaign co-chairs. According to Jeffrey Toobin’s book “Too Close to Call” an angry Jeb awakened Harris at three in the morning to chastise her for allowing the assistant director of elections to go on TV and discuss Florida election laws, which required recounts and a standard of determining the intent of the voter.  Jeb had this foolish bureaucrat yanked from the air immediately and he assigned her a political advisor by the name of Mac Stipanovich, a close political associate and master of Florida politics and electoral machinery.  Stipanovich gave interviews years later in which he admitted that he kept a very low profile throughout:  “I would arrive in the morning through the garage and come up on the elevators and come in through the cabinet-office door, which is downstairs, and then in the evening when I left, you know, sometimes it’d be late, depending on what was going on, I would go the same way. I would go down the elevators and out through the garage and be driven—driven to my car from the garage, just because there were a lot of people out front on the main floor, and, at least in this small pond, knowledge of my presence would have been provocative, because I have a political background.”  Jeb’s fingerprints were never directly on the machinations of the recount but he was always just a degree of separation from it. It was his state and he knew the buttons to instruct others to push. And there were plenty of them that made the difference in small ways and large.  Was Jeb helping with all the various schemes and scams?  Who knows? There were a lot of crafty GOP election lawyers all over the state making sure that votes were not counted. But he was almost certainly involved in this, as reported by The Village Voice: James Baker, his tongue darting in the air, first raised the prospect of an end run around the courts by the Florida legislature hours after the state’s supreme court ruled unanimously on November 22 to allow manual recounts in three counties. His leathery face broke out in a smug smile when he said it. After the Florida court ruled a second time in favor of a recount on December 8, Baker invoked the legislature again. Having prophesied the legislative coup, however, Baker was quick to say the Bush team had nothing to do with it. “I haven’t talked to anybody in the Florida Legislature that I know is in the Florida Legislature,” he said, adding he’d never even met House Speaker Tom Feeney. Assuming that’s true, Baker was practically announcing that Brother Jeb had put the legislature in play. With Feeney’s majority approving the Bush slate the very day that the U.S. Supreme Court weighed its final decision, the First Family of Texas and Florida was making it clear that it was even prepared to circumvent a 7 to 2 Republican court if it didn’t like the ultimate decision. That may have been the single most important move by Jeb Bush during the whole recount period. By getting the legislature to provide the final backstop the media began the drumbeat that there was little point in further pursuing the recount. With the Florida Republicans prepared to use the arcane rules of the legislature to install George W. Bush no matter what the vote tally ultimately showed, the press now assumed Bush would be president. This was when they began to pat America on the back for being so civilized in the way it handles such disputes (there were no tanks in the streets!) and to tell Democrats to “get over it.” There were many PR and legal maneuvers the Bush team used throughout the recount. Some were probably illegal, some were legal but clearly undemocratic, others were just sneaky and manipulative. They weren’t as sexy as the famous Brooks Brothers riot in which a group of what were later revealed to be GOP staffers stormed the Miami Dade recount and demanded they “shut it down.” (This “riot” was directed from a van down the street by none other than famous Republican dirty trickster Roger Stone.) But the Bush strategy of holding on to their lead by any means necessary was successful. When the conservatives on the Supreme Court finally stopped the count, Bush was still ahead by 535 votes and he was declared the winner. Bush family consigliere James Baker (and current Jeb Bush advisor) was in control of the spin from the beginning and the Republicans had election lawyers flown in from all over the country within hours. They were prepared to fight it all the way. But there can be no doubt that if it hadn’t been for the ineptitude of the Jeb Bush electoral machinery, with its butterfly ballots and illegal voter purges, the vote would never have been as close as it was. It’s also a fact that Al Gore won the national popular vote and that more Floridians intended to vote for him than George W. Bush.  It’s unlikely that anyone will ever be able to prove beyond a doubt that Jeb Bush put his thumb on the scale to ensure that his brother never lost his lead or that behind the scenes he worked the levers of power in the state that brought W’s dubious victory. But let’s not kid ourselves. George W Bush was very, very lucky that his recount happened in Florida. Brother Jeb’s a fix it guy from way back. Watch how “Jeb Can Fix It” is backfiring:"
1,"MOST Voters Now Think Clinton Broke the Law … TWICE As Many As Think that Trump Did → kimyo  what is your interpretation of the following email from podesta re: a 2015 cnbc interview in which sanders stated “When you hustle money like that, you don’t sit in restaurants like this” and “That type of wealth has the potential to isolate you from the reality of the world.”  podesta: This isn’t in keeping w the agreement. Since we clearly have some leverage, would be good to flag this for him. I could send a signal via Welch–or did you establish a direct line w him? Donate Recent Posts"
1,"By wmw_admin on November 5, 2016 End Times Daily — Nov 1, 2016 St. Rosalie’s Parish Eucharistic Chapel, Hampton Bays, NY Our Lady of Light My dear son, On this very important feast day in the Church of My Son Jesus, the Redeemer of the world, I come to you with greetings from not only your Heavenly Mother, but also from your brothers and sisters, who are now united with us in the Eternal Kingdom of the Father in Heaven. You must know that your brothers and sisters are particularly saddened by the events that are taking place in your world, but your brothers and sisters in Heaven know resolutely that all will be fulfilled in the end according to the Word of the Father in Heaven. But your brothers and sisters know the challenges that you are going through in your world, particularly in the United States of America, where the evil one, the demon from hell, is currently waging his battle for the future of your country, and his minions are working overtime to keep the evil one in power and control over the rest of you. The challenge for you living here on Earth, not only in America, but throughout the world is to identify and defeat the minions of satan, who are stealthily going about their plans to create a draconian new world order to dominate and control the rest of you. Alas! Now the minions of satan are becoming exposed to the rest of you, as it has been ordained through the intervention of the Father in Heaven through His Son, the Redeemer of the world. In your governments, your institutions, your foundations, your places of higher learning, as well as through your commercial businesses and entities, and in your media and entertainment, you are seeing the work of the evil one stripped bare and the minions of the evil one fully exposed now. This dressing down of the minions of satan has been made necessary for the Father’s plans for mankind to be realized. However, the Father in Heaven and His Son, the Redeemer of the world, are relying on you, the sons and daughters of all that is good, to stand up to the challenge presented by those who are supporting all that is evil. Never before has it been so clear to you, who among your public figures have sworn their allegiance to the evil one, so it is imperative upon humanity in these times to remove these evilly motivated and controlled individuals from places of power and authority, for such is the will of your Father in Heaven. You have been given a unique opportunity in the history of mankind to reduce, nay to eliminate, all the evil in the world that comes from satan, but that is implemented and fueled by his minions. Do not avoid the truth at this point! Now is the time to remove the despots from their positions of power and authority and to replace them with those who can align themselves with the Heavenly Father and His Son to usher in a New Heaven and a New Earth, as opposed to the new world order of the evil one. So be it!"
1,"Comments  The signs that the Republican Party is purposefully doing everything they can to repress the vote and use every trick in the book to somehow sway voters is clear as day. As the Donald Trump campaign is hit with four different lawsuits over their voter suppression campaigns, it’s been discovered that the early voting ballots in Arkansas have a very disturbing “typo” on t hem.  Early voting ballots in Lanoke County read “Hilliary Clinton.”  Since the Republican Party has been demonizing Hillary Clinton for being “crooked” and a “liar” and a literal demon for years on end, it’s hard to imagine this being an honest “typo.”  It’s just another subliminal way that the right-wing is trying to tip the scales in favor of their candidate, who, we need not remind you, is actually an a pathological liar, a serial sexual predator, a thief, and a racist.  Watch NBC’s report here:"
1,Comment on this Article Via Your Facebook Account Comment on this Article Via Your Disqus Account Follow Us on Facebook!
1,"There have been horror stories of families leaving behind their pets when they move out, but usually they’re left inside the house where real estate agents can find them. For Boo the dog, he... "
1,"Leave a reply  Dylan Harper – Everything and everyone is composed of Energy. This energy allows the Spiritual realm to have contact with you. It is important to take responsibility for your personal vibration, raising it so you may meet with the universal energies and receive communication directly from your Higher self , the Angels and Ascended Masters, and other Light Beings.  The higher your personal vibration, the easier it is for the Spiritual realm to make contact with you. The Angels, Ascended Masters and Other Light Beings vibrate at a much higher vibration than Humans.  To make contact on a more regular basis, you must raise your personal vibration. This can be done in a number of ways.  Meditation is a common way of raising your vibration. You are able to raise your vibration by bringing your attention to your thoughts. The purer the thoughts the higher your vibration. So remove all negative thought patterns and replace them with positive thoughts.  Practice of this exercise is all that is needed, then it will become second nature and you will notice other things within your life change as your create a stronger more purer vibration within your energy field.  You will only attract vibrations to your energy field that are of the same resonance.  Exercise is another way to raise your vibration. Not only does exercise create a healthy body, it creates a healthy mind. When you exercise, your body releases feel good endorphines, when you feel good, you raise your vibration.  Find some activity that makes you feel good and go for it.  Eat good quality food and drink pure water, what you put into your body will also affect your energy , so treat yourself kindly.  Being with friends and those that make us feel Loved and appreciated will also help raise our vibration. Surround yourself with loving friends and family. You can create a spiritual family who will help you and support your vibrational evolution.  We have been taught that we need to raise our awareness up toward the Heavens for ascension . It is my belief, that we need to raise our personal vibration to resonate with the vibration of our Higher self.  Once we have reached this point of unison, we must then bring our Higher self closer to the Earth. Bringing Heaven to Earth. This will bring a vibration of purity closer to Earth and help her raise her vibration in preparation for the cosmic shift.  We all have an important role to play here. We can all start raising our personal vibration so we are able to unite our physical energies with our Higher self’s energies, thus creating Heaven on Earth.  In order for this to be successful, We must strenghten our Lower three chakras to help anchor the higher vibrations .  Earthly activities are important. Remember to be in the present moment as this helps to strenghten the lower three chakras.  Dance, Laugh, pay attention to the mundane activities that tie you to the Earthly experience. This will strenghthen your connection to these chakras.  Imagine your Lower three Chakras as the Root system to a very Large tree.  The stronger the root system, the stronger the tree. Like the tree, the roots stabilize the tree so it may grow strong and healthy.  The root system is equally as large underground as is the tree and its folage above ground. This is a great way to image your chakra system.  The Lower three chakras are the roots to your tree, the heart chakra is the midpoint, the joining of the energies, and the upper three chakras are your tree trunk, branches and folage. How strong is the root system to your tree?  Give yourself permission to engage in activities to help strengthen your connection to these vital chakras.  Here is a little exercise to help anchor your Higher energies into Mother Earth.  Sit on the Earth, place your hands firmly on the ground. Now take a moment to breath, connecting with rise and fall of your breath knowing as you breath, you are connecting with the universal breath.  Now, have a sense of pulling the energy of the Universe down through your Crown Chakra. Bring this energy down through your brow chakra, then your throat chakra and feel it connect to your Heart chakra.  Let this energy rest within your Heart charka for a moment. Now let the energies travel down through your arms and into your hands. Feel this energy build as a warmth or tingling sensation within your hands.  Connect with Mother Earth and allow this energy to move through you and deep into Mother Earth. Feel this, see this, allow this exchange of energy from the universe through your hands to Mother Earth.  As this energy is allowed to be transfered, say” I bless you and thank you, Our Beloved Mother Earth, in the name of All that is.”  When you feel you are finished exchanging energies, bring your awareness back to your breath and allow the universal energies to return to their origin, knowing you can connect again at YOUR divine will.  You will feel refreshed and energised as your energy is refined through the universal energy exchange.  This exercise can be done on a daily, weekly or monthly basis. If on a monthly basis, I would suggest either on the full moon or the new moon.  The more we connect with the universal energies and allow an exchange of energy between earth and the universe, the higher our personal vibration will become. The higher our personal vibration and the more intune with the universe we become, the greater the flow of Love and Harmony to humanity. SF Source Dreamcatcher Reality Nov. 2016 Share this:"
1,"7 Incredible Animal Mating Rituals Posted today Email You know the birds and the bees. What about the rest? Here are seven mating rituals that showcase nature in all its complexity and beauty.  Orangutans: Orangutans are among a special group of animals with mating rituals based around the lunar cycle, meaning that whenever a full moon is in the sky, male orangutans will climb the tallest tree and try to have sex with the moon, only settling for a female orangutan once they grow tired of stretching their penises outward so they might touch the moon with it.  Armadillos: In the “Armadillo’s song,” the male armadillo’s penis makes an annoying high-pitched whirring sound until a female armadillo is so annoyed by it that she silences it by having sex with him.  Alligators: During mating season, male alligators stand upright and walk around on their hind legs and place their arms on their hips and sometimes even ride bikes until a female alligator gets horny from watching them.  Beavers: The male beaver and female beaver each recite a fun fact about beavers, taking a step closer to one another as they do so. At some point, they get so close that they’re actually mating.  Elephants: Before having sex, the female elephant will coat her male partner in sticky, boiling hot Pepsi that only comes out of her trunk when she’s “in the mood.”  Iguanas: When it is time for iguanas to mate, the male iguana climbs on top of a female fox and the female iguana climbs on top of a male fox. The two iguanas ride their foxes straight at each other at full speed, and when the foxes collide with each other, the iguanas are flung forward and collide in midair. As they fly through the air, the male iguana impregnates the female iguana, who sprays eggs in all directions as she hurtles haphazardly toward the sky. When the mating ritual is complete, both iguanas hit the ground and die.  Bonobos: The male bonobo spends a full year trying to work up the courage to ask for a kiss. If he is rejected or the kiss isn’t that good, he will crawl up a tree and scream at God for giving him such good lips for kissing but no one to share them with."
1,"Keywords: pet care , pet care tips  Having a pet or a companion animal is an amazing thing as the little bundle of joy loves you immensely without asking for much in return. But they do want your little time and attention. Pets are just like kids who need care and support from you, and if they don’t get these things, then they can become victims of infection, malnutrition, and diseases. Therefore, here we have listed some important pet care tips so that you can easily keep your pet happy and healthy. Train your pet  Behavioral training is very important for dogs and cats especially when you have children at the house. Proper training can reduce their aggression and help them to accommodate easily in your home environment. If you are not well experienced with pet training, then you can take help of a professional trainer to train them like sitting on command or walking on a leash. Spaying and neutering  If you have many pets and you don’t want an increase in their numbers, then you can get them spayed or neutered by a vet. It also benefits your pet as it reduces the chances of your pet getting lost because the tendency to roam around will decrease after spaying and neutering. It also lowers the risk of certain cancers, hernias in male pets and uterine infection in females. Induce natural healing  Increasing immunity of your pet is very important, and you can do with a much safer approach. Animal oral nosodes provide a wide range of protection to your pet from various diseases like Corona virus, Lyme disease, West Nile virus. Tick fever etc. and they are very easy to administer as it can be given either by mouth. This natural alternative is safe and has many advantages over the conventional vaccines, many of which are found to be carcinogenic or having side effects. Body cleaning  It is important to get your pet habitual to bathing and other cleaning activities like clipping nails, flea or tick examination, etc. from an early age so it doesn’t get surprised when you give it a bath or try to cut its nails. They can even attack you in defense if they are not used to these activities. Keep them active  Walking your dog early in the morning is good for him and you as well. It gives you time to bond and keeps both of you fit. Besides that, you must play with your pets regularly to keep them active. You can use a Frisbee or ball to play with your pets or tell them to chase you while you run. These activities benefit both of you mutually. Skincare  This is very important especially in the case of pets with a white coat or less pigmentation as they are prone to skin inflammation and skin cancers. Also, check your pet regularly for any external parasite like fleas as it can cause irritated skin, hair loss, hot spots, infection and introduction of other parasites like a tapeworm in your pet. After cleaning and check up, groom your pet by brushing their coat as it helps in reducing hair shedding by them. Watch their diet  Children tend to feed their pet anything even their favorite food without knowing that it can be harmful to them, therefore, inform your young ones about the right food for your pet. Food items containing alcohol, coffee, chocolate, poultry bones, salt or unripe fruit can be bad for your pets. You can also ask your vet about other food items which must not be given to your pet. Moreover, you also need to check the weight of your pet regularly as less physical activity and regular feeding can make them obese or overweight. Pet bedding  Proper rest is equally necessary for the overall well-being of your pet, and they need a corner for their own for that. You should pick a spot in your house which is warm, clean and quiet to make their bed. Their bedding should be cleaned on a regular basis to prevent any parasites like ticks and fleas. Provide a healthy environment  Your pet can understand your mood as it is a living being like you, therefore, try to act happily around them. You must have seen that your cat is scratching the post or toys or your dog becomes restless when you come home. They do these things because they need mental stimulation. Give them toys to play, take them on a walk and play with them to reduce their restlessness and keep their boredom away. Pet identification  This prevents your pet from getting lost or taken away by the municipal persons by considering them as stray ones. Make them wear a collar with the address of your house so that it can be returned to you if it gets lost. These days, microchips are used to identify the pet. These microchips are of the size of a rice grain and placed under the skin of the pet within a second. It doesn’t require any battery and sensitive enough to be scanned and tracked easily by a vet or animal control officer. You might also like…"
1,"The Dark Agenda Behind Globalism And Open Borders    by Brandon Smith  When people unfamiliar with the liberty movement stumble onto the undeniable fact of the “conspiracy” of globalism they tend to look for easy answers to understand what it is and why it exists. Most people today have been conditioned to perceive events from a misinterpreted standpoint of “Occam’s Razor” — they wrongly assume that the simplest explanation is probably the right one.  In fact, this is not what Occam’s Razor states. Instead, to summarize, it states that the simplest explanation GIVEN THE EVIDENCE at hand is probably the right explanation.  It has been well known and documented for decades that the push for globalism is a deliberate and focused effort on the part of a select “elite;” international financiers, central bankers, political leaders and the numerous members of exclusive think tanks. They often openly admit their goals for total globalization in their own publications, perhaps believing that the uneducated commoners would never read them anyway. Carroll Quigley, mentor to Bill Clinton and member of the Council on Foreign Relations, is often quoted with open admissions to the general scheme:  “The powers of financial capitalism had (a) far-reaching aim, nothing less than to create a world system of financial control in private hands able to dominate the political system of each country and the economy of the world as a whole. This system was to be controlled in a feudalist fashion by the central banks of the world acting in concert, by secret agreements arrived at in frequent meetings and conferences. The apex of the systems was to be the Bank for International Settlements in Basel, Switzerland; a private bank owned and controlled by the world’s central banks which were themselves private corporations. Each central bank… sought to dominate its government by its ability to control Treasury loans, to manipulate foreign exchanges, to influence the level of economic activity in the country, and to influence cooperative politicians by subsequent economic rewards in the business world.” – Carroll Quigley, Tragedy And Hope  The people behind the effort to enforce globalism are tied together by a particular ideology, perhaps even a cult-like religion, in which they envision a world order as described in Plato’s Republic. They believe that they are “chosen” either by fate, destiny or genetics to rule as philosopher kings over the rest of us. They believe that they are the wisest and most capable that humanity has to offer, and that through evolutionary means, they can create chaos and order out of thin air and mold society at will.  This mentality is evident in the systems that they build and exploit. For example, central banking in general is nothing more than a mechanism for driving nations into debt, currency devaluation, and ultimately, enslavement through widespread economic extortion. The end game for central banks is, I believe, the triggering of historic financial crisis, which can then be used by the elites as leverage to promote complete global centralization as the only viable solution.  This process of destabilizing economies and societies is not directed by the heads of the various central banks. Instead, it is directed by even more central global institutions like the International Monetary Fund and the Bank for International Settlements, as outlined in revealing mainstream articles like Ruling The World Of Money published by Harpers Magazine.  We also find through the words of globalists that the campaign for a “new world order” is not meant to be voluntary.  “… When the struggle seems to be drifting definitely towards a world social democracy, there may still be very great delays and disappointments before it becomes an efficient and beneficent world system. Countless people … will hate the new world order … and will die protesting against it. When we attempt to evaluate its promise, we have to bear in mind the distress of a generation or so of malcontents, many of them quite gallant and graceful-looking people.” – HG Welles, Fabian Socialist and author of The New World Order  “In short, the ‘house of world order’ will have to be built from the bottom up rather than f rom the top down. It will look like a great ‘booming, buzzing confusion,’ to use William James’ famous description of reality, but an end run around national sovereignty, eroding it piece by piece, will accomplish much more than the old-fashioned frontal assault.” – Richard Gardner, member of the Trilateral Commission, published in the April, 1974 issue of Foreign Affairs  “The New World Order cannot happen without U.S. participation, as we are the single most significant component. Yes, there will be a New World Order, and it will force the United States to change its perceptions.” – Henry Kissinger, World Action Council, April 19, 1994  I could quote globalists all day long, but I think you get the general idea. While some people see globalism as a “natural offshoot” of free markets or the inevitable outcome of economic progress, the reality is that the simplest explanation (given the evidence at hand) is that globalism is an outright war waged against the ideal of sovereign peoples and nations. It is a guerrilla war, or fourth generation warfare, waged by a small group of elites against the rest of us.  A significant element of this war concerns the nature of borders. Borders of nations, states and even towns and villages, are not just lines on a map or invisible barriers in the dirt. This is what the elites and the mainstream media would like us to believe. Instead, borders when applied correctly represent principles; or at least, that is supposed to be their function.  Human beings are natural community builders; we are constantly seeking out others of like-mind and like-purpose because we understand subconsciously that groups of individuals working together can (often but not always) accomplish more. That said, human beings also have a natural tendency to value individual freedom and the right to voluntary association. We do not like to be forced to associate with people or groups that do not hold similar values.  Cultures erect borders because, frankly, people have the right to vet those who wish to join and participate in their endeavors. People also have a right to discriminate against anyone who does not share their core values; or, in other words, we have the right to refuse association with other groups and ideologies that are destructive to our own.  Interestingly, globalists and their mouthpieces will argue that by refusing to associate with those who might undermine our values, it is WE who are violating THEIR rights. See how that works?  Globalists exploit the word “isolationism” to shame sovereignty champions in the eyes of the public, but there is no shame in isolation when such principles as freedom of speech and expression or the right to self defense are on the line. There is also nothing wrong with isolating a prosperous economic model from unsuccessful economic models. Forcing a decentralized free market economy to adopt feudal administration through central banking and government will eventually destroy that model. Forcing a free market economy into fiscal interdependencey with socialist economies will also most likely undermine that culture. Just as importing millions of people with differing values to feed on a nation after it has had socialism thrust upon it is a recipe for collapse.  The point is, some values and social structures are mutually exclusive; no matter how hard you try, certain cultures can never be homogenized with other cultures. You can only eliminate one culture to make room for the other in a border-less world. This is what globalists seek to achieve. It is the greater purpose behind open border policies and globalization – to annihilate ideological competition so that humanity thinks it has no other option but the elitist religion. The ultimate end game of globalists is not to control governments (governments are nothing more than a tool). Rather, their end game is to obtain total psychological influence and eventually consent from the masses.  Variety and choice have to be removed from our environment in order for globalism to work, which is a nice way to say that many people will have to die and many principles will have to be erased from the public consciousness. The elites assert that their concept of a single world culture is the pinnacle principle of mankind, and that there is no longer any need for borders because no other principle is superior to theirs. As long as borders as a concept continue to exist there is always the chance of separate and different ideals rising to compete with the globalist philosophy. This is unacceptable to the elites.  This has led not so subtle propaganda meme that cultures that value sovereignty over globalism are somehow seething cauldrons of potential evil. Today, with the rising tide of anti-globalist movements, the argument in the mainstream is that “populists” (conservatives) are of a lower and uneducated class and are a dangerous element set to topple the “peace and prosperity” afforded by globalist hands. In other words, we are treated like children scrawling with our finger paints across a finely crafted Mona Lisa. Once again, Carroll Quigley promotes (or predicts) this propaganda decades in advance when he discusses the need for “working within the system” for change instead of fighting against it:  “For example, I’ve talked about the lower middle class as the backbone of fascism in the future. I think this may happen. The party members of the Nazi Party in Germany were consistently lower middle class. I think that the right-wing movements in this country are pretty generally in this group.” – Carroll Quigley, from Dissent: Do We Need It?  The problem is that these people refuse to confront the fruits of globalization that can be observed so far. Globalists have had free reign over most of the world’s governments for at least a century, if not longer. As a consequence of their influences, we have had two World Wars, the Great Depression, the Great Recession which is still ongoing, too many regional conflicts and genocides to count and the systematic oppression of free agent entrepreneurs, inventors and ideas to the point that we are now suffering from social and financial stagnation.  The globalists have long been in power, yet, the existence of borders is blamed for the storm of crises we have endured for the past hundred years? Liberty champions are called “deplorable” populists and fascists while globalists dodge blame like slimy slithering eels?  This is the best card the globalists have up their sleeve, and it is the reason why I continue to argue that they plan to allow conservative movements to gain a measure of political power in the next year, only to pull the plug on international fiscal life support and blame us for the resulting tragedy.  There is no modicum of evidence to support the notion that globalization, interdependencey and centralization actually work. One need only examine the economic and immigration nightmare present in the EU to understand this. So, the globalists will now argue that the world is actually not centralized ENOUGH. That’s right; they will claim we need more globalization, not less, to solve the world’s ailments.  In the meantime, principles of sovereignty have to be historically demonized — the concept of separate cultures built on separate beliefs has to be psychologically equated with evil by future generations. Otherwise, the globalists will never be able to successfully establish a global system without borders.  Imagine, for a moment, an era not far away in which the principle of sovereignty is considered so abhorrent, so racist, so violent and poisonous that any individual would be shamed or even punished by the collective for entertaining the notion. Imagine a world in which sovereignty and conservatism are held up to the next generation as the new “original sins;” dangerous ideas that almost brought about the extinction of man.  This mental prison is where globalists want to take us. We can break free, but this would require a complete reversal of the way in which we participate in society. Meaning, we need a rebellion of voluntary associations. A push for decentralization instead of globalization. Thousands upon thousands of voluntary groups focusing on localization, self reliance and true production. We must act to build a system that is based on redundancy instead of fragile interdependencey. We need to go back to an age of many borders, not less borders, until every individual is himself free to participate in whatever social group or endeavor he believes is best for him, as well as free to defend against people that seek to sabotage him; a voluntary tribal society devoid of forced associations.  Of course, this effort would require unimaginable sacrifice and a fight that would probably last a generation. To suggest otherwise would be a lie. I can’t possibly convince anyone that a potential future based on a hypothetical model is worth that sacrifice. I have no idea whether it is or is not. I can only point out that the globalist dominated world we live in today is clearly doomed. We can argue about what comes next after we have removed our heads from the guillotine.     If you would like to support the publishing of articles like the one you have just read, visit our donations page here . We greatly appreciate your patronage."
